id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,match_id,duel_outcome,duel_type,possession_team_id,team_id,player_id,counterpress,off_camera
d8ff2e0a-0a0a-4275-9fd9-9436cef31517,846,1,00:26:38.689,26,38,Duel,60,Ecuador,Regular Play,Ecuador,Kevin José Rodríguez Cortez,Right Center Forward,"[79.5, 57.2]",0.0,True,['c9efccf2-3a1c-4d10-ba90-d789412032c9'],3939988,,Aerial Lost,3565,3565,348757,True,
97214f13-536c-414e-86d2-85fb117f4a60,849,1,00:26:40.642,26,40,Duel,60,Ecuador,Regular Play,Ecuador,Alan Steven Franco Palma,Right Defensive Midfield,"[75.5, 58.0]",0.0,True,['dbf73e5d-69dd-4458-b04d-36f09e5bec27'],3939988,,Aerial Lost,3565,3565,37945,,
71c36b68-6c04-4924-be9e-883fdd267aac,860,1,00:26:46.680,26,46,Duel,61,Mexico,Regular Play,Mexico,Luis Francisco Romo Barrón,Center Defensive Midfield,"[45.2, 45.8]",0.0,True,['0314d493-d5db-407c-b6d9-e14d8238e17d'],3939988,Won,Tackle,794,794,26386,True,
03dcac99-87a0-4993-a72e-4edb3643b323,1054,1,00:31:56.843,31,56,Duel,70,Mexico,From Keeper,Ecuador,Jeremy Leonel Sarmiento Morante,Left Midfield,"[64.5, 2.2]",0.0,True,['9a75be34-3382-4a81-af5b-5ec874795474'],3939988,Lost Out,Tackle,794,3565,40211,,
f7699662-e675-42cf-af6e-65fc6b98bd39,1067,1,00:32:15.917,32,15,Duel,71,Mexico,From Throw In,Ecuador,Piero Martín Hincapié Reyna,Left Back,"[2.7, 15.3]",0.0,True,['6c3444b5-cba0-47b0-9ba3-2ccf637d08b8'],3939988,Success Out,Tackle,794,3565,38004,,
807c6ba5-8b7f-471e-afa4-ccb2e4e5af25,1090,1,00:33:07.031,33,7,Duel,73,Mexico,Regular Play,Ecuador,Felix Eduardo Torres Caicedo,Right Center Back,"[15.0, 31.3]",0.0,True,['f765f9f9-cc89-4f58-a5d7-cf81fc098934'],3939988,Success In Play,Tackle,794,3565,30111,,
47ba9164-3cf7-4f5b-98cd-ab37613b75d5,1189,1,00:36:20.012,36,20,Duel,77,Ecuador,From Free Kick,Ecuador,Piero Martín Hincapié Reyna,Left Back,"[111.5, 41.2]",0.0,True,['36be8af3-540b-43cf-8f4b-308bc3e922c3'],3939988,,Aerial Lost,3565,3565,38004,,
b8902763-dbea-4f6a-8a42-ed33d60bfff3,1191,1,00:36:21.573,36,21,Duel,77,Ecuador,From Free Kick,Ecuador,Piero Martín Hincapié Reyna,Left Back,"[109.4, 31.3]",0.0,True,['e38bba57-7332-47ae-a98b-0ddd2f0481bb'],3939988,,Aerial Lost,3565,3565,38004,,
39c01f80-de82-4955-8788-763f9a01d17e,1198,1,00:36:27.375,36,27,Duel,78,Mexico,Regular Play,Ecuador,Enner Remberto Valencia Lastra,Left Center Forward,"[82.2, 2.6]",0.0,True,['c4dc6fdf-9be4-4700-8552-5e90771e05ff'],3939988,Lost Out,Tackle,794,3565,28559,True,
5c40d64f-87eb-4ccf-a821-77905a351b5b,1270,1,00:39:22.717,39,22,Duel,81,Ecuador,From Throw In,Ecuador,Enner Remberto Valencia Lastra,Left Center Forward,"[80.7, 70.4]",0.0,True,['a21ca5ee-57f6-4cdb-8486-f46cf8058a5a'],3939988,,Aerial Lost,3565,3565,28559,,
79592b67-0464-459c-ab9c-0d33406a4ba2,1272,1,00:39:24.660,39,24,Duel,81,Ecuador,From Throw In,Mexico,Julián Andrés Quiñones Quiñones,Left Midfield,"[61.2, 7.9]",0.0,True,['c4815aac-e52a-4482-b4bc-0f47df94f31b'],3939988,,Aerial Lost,3565,794,35375,,
31bcda33-2b08-42cc-9869-0c40c0a26e3e,1287,1,00:39:34.388,39,34,Duel,81,Ecuador,From Throw In,Ecuador,Jeremy Leonel Sarmiento Morante,Left Midfield,"[55.0, 21.7]",0.0,True,['7d598130-12d5-46b6-aafd-006445d50d4d'],3939988,Success In Play,Tackle,3565,3565,40211,True,
363a7252-7beb-4afd-98ee-e88fec0e0488,1415,1,00:43:24.630,43,24,Duel,87,Mexico,From Free Kick,Mexico,Orbelín Pineda Alvarado,Right Center Midfield,"[109.2, 38.2]",0.0,True,['5062e1d5-b088-4e66-b741-f3a349f2a98c'],3939988,,Aerial Lost,794,794,26280,,
9cf2a941-7b1e-457b-8ec0-5a21590e79a5,1457,1,00:44:36.151,44,36,Duel,90,Mexico,From Throw In,Mexico,Luis Francisco Romo Barrón,Center Defensive Midfield,"[40.2, 17.2]",0.0,True,['925202f7-c083-4ee7-a359-b14d1ddc6fa1'],3939988,,Aerial Lost,794,794,26386,,
62cb29d6-c4cc-4d15-a706-d30b524d7855,1498,1,00:45:10.585,45,10,Duel,93,Mexico,Regular Play,Mexico,Luis Francisco Romo Barrón,Center Defensive Midfield,"[55.0, 38.3]",0.0,True,['b0b45c0f-ced5-46ea-b849-37375a58a310'],3939988,Success In Play,Tackle,794,794,26386,True,
132c2e44-1849-48f0-a80f-4c5896b7f670,1507,1,00:45:16.703,45,16,Duel,94,Ecuador,Regular Play,Ecuador,Angelo Smit Preciado Quiñónez,Right Back,"[62.9, 65.1]",0.0,True,['efd3e9e9-231c-4f2b-84a5-2177ef4efb73'],3939988,Won,Tackle,3565,3565,37737,True,
e9a4cafd-8fa6-4ebc-a7b6-4d940d1f637d,1567,2,00:00:21.147,45,21,Duel,96,Ecuador,From Kick Off,Mexico,Orbelín Pineda Alvarado,Right Center Midfield,"[13.7, 47.4]",0.0,True,['b36cb3eb-ff5d-48f5-9a33-7af8b0b5006c'],3939988,Success In Play,Tackle,3565,794,26280,,
782ecdfa-df6a-4439-af93-e2e32c467563,1648,2,00:02:07.138,47,7,Duel,98,Mexico,From Throw In,Ecuador,Ray Kendry Páez Andrade,Right Midfield,"[43.9, 77.0]",0.0,True,['e1b05ec0-a146-45b9-9f8e-1d641941102c'],3939988,Success Out,Tackle,794,3565,384888,,
4e8e5fb2-da35-412e-976b-847539d8b979,1652,2,00:02:31.641,47,31,Duel,99,Ecuador,From Throw In,Mexico,Luis Gerardo Chávez Magallón,Left Center Midfield,"[48.8, 15.3]",0.0,True,['45578948-5478-40b0-b9e0-9ee2530b0b74'],3939988,,Aerial Lost,3565,794,28825,,
711404de-6aca-4ff6-ad3f-37f09f8dc5b2,1656,2,00:02:34.902,47,34,Duel,99,Ecuador,From Throw In,Ecuador,Kevin José Rodríguez Cortez,Right Center Forward,"[94.6, 62.6]",0.0,True,['d912d177-7003-4274-ad1d-469aed9d9520'],3939988,,Aerial Lost,3565,3565,348757,,
7dbf82cf-abca-4240-bbe1-f4ed22a21553,1712,2,00:03:42.269,48,42,Duel,103,Ecuador,Regular Play,Ecuador,Willian Joel Pacho Tenorio,Left Center Back,"[21.9, 48.3]",0.0,True,['46775012-e303-4bf6-90b7-4530a19776d5'],3939988,Success In Play,Tackle,3565,3565,41593,True,
6daceb9c-d8bb-44fa-b1f6-28ffa973a4b0,1731,2,00:04:58.752,49,58,Duel,105,Ecuador,From Throw In,Ecuador,Enner Remberto Valencia Lastra,Left Center Forward,"[97.6, 59.4]",0.0,True,['c4c1497a-436f-481e-83fd-99b75f2b9546'],3939988,,Aerial Lost,3565,3565,28559,,
795b88d0-f74b-493a-af37-0d1cedd784f3,1768,2,00:05:21.814,50,21,Duel,106,Mexico,Regular Play,Ecuador,Jeremy Leonel Sarmiento Morante,Left Midfield,"[59.3, 7.9]",0.0,True,['846670b8-1025-4498-a405-bd18ac72beb4'],3939988,Success In Play,Tackle,794,3565,40211,,
e63fdc0c-8f91-4e7d-9ddf-6122c03ef661,1776,2,00:05:24.341,50,24,Duel,106,Mexico,Regular Play,Mexico,Orbelín Pineda Alvarado,Right Center Midfield,"[62.7, 63.5]",0.0,True,['b5aec62f-2ec0-49d5-bfab-23d2515b8c9f'],3939988,Success In Play,Tackle,794,794,26280,True,
a41292cf-7e38-4fc7-80b2-d021cb95ed41,1801,2,00:06:48.475,51,48,Duel,108,Mexico,From Corner,Ecuador,Alan Steven Franco Palma,Right Defensive Midfield,"[4.1, 50.6]",0.0,True,['b9c48e29-eebb-4bf3-ab61-950e5540b974'],3939988,,Aerial Lost,794,3565,37945,,
fa41eb9e-5f64-4c78-ad88-4e61441e8332,1810,2,00:08:19.654,53,19,Duel,111,Ecuador,Other,Ecuador,Enner Remberto Valencia Lastra,Left Center Forward,"[93.7, 58.1]",0.0,True,['969458c9-b7c2-4806-939b-7de2be81a3a3'],3939988,,Aerial Lost,3565,3565,28559,,
3d746128-f76a-4659-a46d-b7caa4d7be7c,1840,2,00:09:34.900,54,34,Duel,113,Mexico,From Free Kick,Mexico,Johan Felipe Vásquez Ibarra,Left Center Back,"[110.0, 30.3]",0.0,True,['357f27fe-fcbe-440f-9f10-552fb31110c8'],3939988,,Aerial Lost,794,794,26336,,
f86d6051-ad05-4230-85cb-276dd53ecfe9,1931,2,00:13:08.354,58,8,Duel,117,Mexico,From Corner,Ecuador,Piero Martín Hincapié Reyna,Left Back,"[2.4, 34.7]",0.0,True,['3316c5a7-ced4-44d9-943d-7df692a14896'],3939988,,Aerial Lost,794,3565,38004,,
cde67e37-fbc9-4d77-aead-2102f7647ce7,1939,2,00:13:42.149,58,42,Duel,118,Ecuador,From Goal Kick,Mexico,César Saúl Huerta Valera,Right Midfield,"[106.8, 72.9]",0.0,True,['3ee6ddde-e29c-454e-a73a-a0901be075c2'],3939988,Success In Play,Tackle,3565,794,27889,,
99b9a050-390b-466f-a7c2-40b9974a795e,1961,2,00:14:04.512,59,4,Duel,120,Ecuador,Regular Play,Mexico,Johan Felipe Vásquez Ibarra,Left Center Back,"[52.0, 72.0]",0.0,True,['474d5286-245f-431b-98e6-888e0bcd1ac6'],3939988,Lost Out,Tackle,3565,794,26336,True,
8f046ce8-88d0-4496-b40e-c75da0aeec54,2013,2,00:15:36.959,60,36,Duel,123,Mexico,Regular Play,Ecuador,Angelo Smit Preciado Quiñónez,Right Back,"[14.6, 67.3]",0.0,True,['1a377304-7c71-461c-9720-3f1c8fe8d43b'],3939988,Lost In Play,Tackle,794,3565,37737,,
24727080-82e7-4056-bd9d-d2d38b4bc6d6,2026,2,00:15:48.448,60,48,Duel,123,Mexico,Regular Play,Ecuador,Enner Remberto Valencia Lastra,Left Center Forward,"[26.8, 55.8]",0.0,True,['58a0eac2-830a-4772-a875-89999f37d6a2'],3939988,,Aerial Lost,794,3565,28559,,
c619b429-f045-41e2-94b8-26a6f1e1d212,2085,2,00:18:22.456,63,22,Duel,125,Mexico,Other,Mexico,César Saúl Huerta Valera,Right Midfield,"[109.6, 45.1]",0.0,True,['97fbc8fe-e963-4626-a610-9ccec55b962d'],3939988,,Aerial Lost,794,794,27889,,
f47f9daa-a770-42a9-97d0-52aa35a70f3c,2093,2,00:18:28.414,63,28,Duel,125,Mexico,Other,Ecuador,Willian Joel Pacho Tenorio,Left Center Back,"[6.5, 23.9]",0.0,True,['0105fa8f-67fe-4017-82e5-8f6fa288aa8d'],3939988,Lost In Play,Tackle,794,3565,41593,,
9615bcea-a655-4b74-9506-621a78ec6da4,2099,2,00:18:32.614,63,32,Duel,125,Mexico,Other,Ecuador,Jeremy Leonel Sarmiento Morante,Left Midfield,"[14.6, 8.7]",0.0,True,['ecdfcae1-d281-4ab8-9740-80851b70c7c9'],3939988,Lost Out,Tackle,794,3565,40211,,
269d8b3d-5d4d-4aec-ad27-8b5d158bc155,2113,2,00:19:29.536,64,29,Duel,127,Ecuador,From Keeper,Ecuador,Enner Remberto Valencia Lastra,Left Center Forward,"[97.6, 19.8]",0.0,True,['63b3da32-e306-4a43-b9b2-0b0fef0d34ba'],3939988,,Aerial Lost,3565,3565,28559,,
2febcc56-8a1d-4940-954f-b25152a386e3,2147,2,00:22:17.678,67,17,Duel,130,Ecuador,From Goal Kick,Ecuador,Enner Remberto Valencia Lastra,Left Center Forward,"[80.2, 44.2]",0.0,True,['20c16dc5-da79-40d4-a97f-63f46dae7910'],3939988,,Aerial Lost,3565,3565,28559,,
95da8311-8073-4b6e-a342-b2e53a1a35d3,2151,2,00:22:21.763,67,21,Duel,130,Ecuador,From Goal Kick,Ecuador,Kevin José Rodríguez Cortez,Right Center Forward,"[93.4, 28.7]",0.0,True,['2df5b829-c666-4afe-b559-0167a22e8743'],3939988,,Aerial Lost,3565,3565,348757,,
101fbbe6-9104-4fce-ad46-593b945e0c72,2167,2,00:22:33.008,67,33,Duel,130,Ecuador,From Goal Kick,Mexico,Guillermo Martínez Ayala,Left Center Forward,"[71.5, 49.8]",0.0,True,['a2e3ae14-0a0e-453a-b6fe-e02151bfc46e'],3939988,Success In Play,Tackle,3565,794,75305,,
e41a4a7a-b7fc-4fab-8b62-6d3e1f282a09,2201,2,00:23:54.560,68,54,Duel,131,Ecuador,From Throw In,Ecuador,Felix Eduardo Torres Caicedo,Right Center Back,"[94.6, 56.6]",0.0,True,['d16a9700-fc84-4272-8560-3c9cf3d5e698'],3939988,Won,Tackle,3565,3565,30111,True,
a023515b-f08a-4ed0-a0e7-d4c4842949de,2298,2,00:27:54.713,72,54,Duel,137,Ecuador,From Free Kick,Mexico,Jorge Eduardo Sánchez Ramos,Right Back,"[4.4, 47.3]",0.0,True,['3da14aac-5741-446f-a3ba-23f6ee78266d'],3939988,,Aerial Lost,3565,794,26406,,
a38fe5c8-a1d2-42d4-9ed3-f556078f6ea0,2307,2,00:28:00.411,73,0,Duel,138,Mexico,Regular Play,Ecuador,Enner Remberto Valencia Lastra,Left Center Forward,"[72.7, 38.6]",0.0,True,['054fbc3f-dd2d-444c-9ab7-9e9682e3096c'],3939988,Success In Play,Tackle,794,3565,28559,True,
79a66e1c-6ec0-4ad9-adf0-1249a039d2ed,2326,2,00:30:46.376,75,46,Duel,139,Mexico,From Throw In,Mexico,Carlos Uriel Antuna Romero,Right Midfield,"[106.0, 52.5]",0.0,True,['a7ec2d05-879c-4e8f-bb39-d9a444e78c3e'],3939988,,Aerial Lost,794,794,15452,,
d203d5ac-2e0c-4aa3-94d4-e57f84e03ed4,2418,2,00:33:04.253,78,4,Duel,142,Mexico,From Throw In,Ecuador,Angelo Smit Preciado Quiñónez,Right Back,"[6.3, 74.2]",0.0,True,['cbafa6fd-193c-41a0-a923-d39e81fc5a11'],3939988,Won,Tackle,794,3565,37737,,
826c6f25-5cb1-4e98-b55c-c0e90d3c5cc9,2436,2,00:34:03.946,79,3,Duel,143,Mexico,From Corner,Mexico,Johan Felipe Vásquez Ibarra,Left Center Back,"[111.8, 36.2]",0.0,True,['ada97a75-7216-478c-a760-f6cdb85cef88'],3939988,,Aerial Lost,794,794,26336,,
c139fded-ba29-4580-9e89-99bb2471b9d3,2452,2,00:34:23.156,79,23,Duel,143,Mexico,From Corner,Ecuador,Carlos Armando Gruezo Arboleda,Left Defensive Midfield,"[33.6, 17.0]",0.0,True,['447d9ea6-e805-4a50-9b14-6eaf068eaa10'],3939988,Lost In Play,Tackle,794,3565,12583,,
2f3a2ad5-09d9-401a-a925-33b64f9c63ba,2498,2,00:35:32.540,80,32,Duel,145,Ecuador,Regular Play,Mexico,Julián Andrés Quiñones Quiñones,Left Midfield,"[65.5, 3.3]",0.0,True,['846d3e68-e73c-4c8d-baea-9079e10ebd31'],3939988,Lost Out,Tackle,3565,794,35375,,
c18ddcdf-5eb9-4e21-8e4c-6fc40b7bcf2e,2555,2,00:38:24.649,83,24,Duel,148,Mexico,Regular Play,Mexico,Guillermo Martínez Ayala,Left Center Forward,"[109.6, 33.9]",0.0,True,['fa0f9893-d206-4dc9-9267-0d8e742dbf5c'],3939988,,Aerial Lost,794,794,75305,,
bda91716-191d-4bb7-91e5-a6f05aa0ca92,2561,2,00:39:26.649,84,26,Duel,149,Ecuador,From Goal Kick,Ecuador,Enner Remberto Valencia Lastra,Center Forward,"[83.7, 27.1]",0.0,True,['4e4cb632-cbcc-40e4-86b6-d8c87713dbba'],3939988,,Aerial Lost,3565,3565,28559,,
46369142-e896-4b39-8a7f-8a46623665bd,2571,2,00:39:31.657,84,31,Duel,150,Mexico,Regular Play,Mexico,Carlos Uriel Antuna Romero,Right Midfield,"[44.1, 49.4]",0.0,True,['14cd7ecb-d6d0-4517-b8ff-ce252dfe3afe'],3939988,Success In Play,Tackle,794,794,15452,True,
f6d4d063-1eed-4c98-926f-a3c3698b2cdd,2598,2,00:40:32.588,85,32,Duel,151,Mexico,From Free Kick,Ecuador,Piero Martín Hincapié Reyna,Left Back,"[35.4, 14.2]",0.0,True,['aabb7995-3962-42e9-9035-75f0a05fa6b8'],3939988,Success In Play,Tackle,794,3565,38004,,
2f63797c-b177-4cbe-9c94-5f7b19f0621a,2661,2,00:41:44.859,86,44,Duel,154,Mexico,From Free Kick,Mexico,Jordi Cortizo de la Piedra,Left Midfield,"[88.1, 17.2]",0.0,True,['71c984f2-b5de-457a-97c8-ee4a7f2cc3bd'],3939988,Won,Tackle,794,794,26385,True,
9f78f97b-9dd3-4c74-9518-06ee869b42d8,2673,2,00:42:21.314,87,21,Duel,155,Mexico,From Corner,Mexico,César Jasib Montes Castro,Right Center Back,"[111.4, 41.2]",0.0,True,['532ad663-7f78-4fc0-982d-98778a18cb57'],3939988,,Aerial Lost,794,794,26368,,
d05438a4-fd3e-447c-93b6-32348299a176,2701,2,00:43:05.794,88,5,Duel,157,Mexico,Regular Play,Ecuador,Moisés Isaac Caicedo Corozo,Center Attacking Midfield,"[79.1, 63.2]",0.0,True,['d68322fe-7c76-4f38-b268-f0c33afbbd6b'],3939988,,Aerial Lost,794,3565,37726,,
17208a40-5a02-4875-a5e0-1d42a34f8665,2729,2,00:45:35.629,90,35,Duel,160,Mexico,Regular Play,Mexico,Santiago Tomás Giménez,Right Center Forward,"[106.8, 45.5]",0.0,True,['446eb63b-de4e-46c6-ac76-c27bd7dea285'],3939988,,Aerial Lost,794,794,31053,,
00a0d90f-869d-4ad2-ae4b-f651e1309bdd,2752,2,00:46:13.428,91,13,Duel,161,Mexico,From Free Kick,Ecuador,Alan Steven Franco Palma,Right Defensive Midfield,"[25.6, 42.2]",0.0,True,['8b445662-c9e3-4f94-bade-77c95be86ed8'],3939988,,Aerial Lost,794,3565,37945,,
345bc30b-43b5-4f4c-a9a7-3869e558edd7,2758,2,00:46:15.594,91,15,Duel,161,Mexico,From Free Kick,Ecuador,Felix Eduardo Torres Caicedo,Right Center Back,"[17.2, 46.2]",0.0,True,['2ab5023f-d023-404c-9c4b-7e9b95481a10'],3939988,Lost In Play,Tackle,794,3565,30111,,
8f860a3b-771c-448d-bbda-9ae455d6cab4,2785,2,00:46:54.993,91,54,Duel,163,Mexico,From Throw In,Ecuador,Willian Joel Pacho Tenorio,Left Center Back,"[15.7, 35.1]",0.0,True,['2f72c34d-42e3-44f4-80d6-31f2968e03b5'],3939988,,Aerial Lost,794,3565,41593,,
0c7b1dfa-bd9f-4200-9d19-9ed19bae5023,2794,2,00:47:32.725,92,32,Duel,165,Mexico,From Throw In,Ecuador,Felix Eduardo Torres Caicedo,Right Center Back,"[25.7, 46.0]",0.0,True,['221cabe1-ffcf-4056-a6f9-d053fa0dc70b'],3939988,,Aerial Lost,794,3565,30111,,
a5fdf67b-6d20-4939-bbc5-cce871a77afc,2802,2,00:47:37.282,92,37,Duel,165,Mexico,From Throw In,Ecuador,Felix Eduardo Torres Caicedo,Right Center Back,"[21.8, 38.5]",0.0,True,['a5d6f758-aa0d-4629-b290-98a080ba0679'],3939988,Lost In Play,Tackle,794,3565,30111,,
d74db780-ebe5-4207-8975-56eac38ae472,2818,2,00:49:25.028,94,25,Duel,166,Ecuador,From Free Kick,Mexico,Erick Daniel Sánchez Ocegueda,Right Defensive Midfield,"[45.4, 49.7]",0.0,True,['cb9ed71e-1ba5-479a-8555-ca7f16a7b97d'],3939988,Lost In Play,Tackle,3565,794,43555,,
692bca59-2cbd-4ed4-bc33-64808923910e,2828,2,00:49:30.002,94,30,Duel,166,Ecuador,From Free Kick,Ecuador,Alan Steve Minda García,Left Wing,"[91.5, 28.4]",0.0,True,['85c4aec4-26bb-47e5-8db7-f6027388816c'],3939988,Won,Tackle,3565,3565,123625,True,
c7ffa698-d92f-4b92-8def-474569a0dad3,2848,2,00:49:40.688,94,40,Duel,166,Ecuador,From Free Kick,Mexico,Jorge Eduardo Sánchez Ramos,Right Back,"[26.7, 74.0]",0.0,True,['36ae61a6-10e4-420a-a4e6-f5838c33f70b'],3939988,Lost In Play,Tackle,3565,794,26406,,
a78db716-b2a9-4391-a78c-fa337e5ba5c4,2905,2,00:51:08.134,96,8,Duel,169,Mexico,From Throw In,Ecuador,José Andrés Hurtado Cheme,Right Back,"[10.7, 49.0]",0.0,True,['7b6dfa2e-6c56-4297-b6d6-661db00afa19'],3939988,,Aerial Lost,794,3565,64207,,
c593b3df-7153-4670-8ecb-7bcce2726512,2911,2,00:51:46.807,96,46,Duel,171,Mexico,Regular Play,Ecuador,Alan Steven Franco Palma,Right Defensive Midfield,"[17.2, 45.1]",0.0,True,['d9a63ba0-ddb7-4d06-8f33-be9c9f121cc8'],3939988,,Aerial Lost,794,3565,37945,,
35ff83c5-2838-4664-a31b-a349270edda4,2917,2,00:51:49.294,96,49,Duel,171,Mexico,Regular Play,Ecuador,Felix Eduardo Torres Caicedo,Right Center Back,"[9.1, 48.0]",0.0,True,['1544dc6b-04e5-4b5d-a069-4800a2b170ef'],3939988,Lost Out,Tackle,794,3565,30111,,
de22aeb2-3a43-4c8c-84e9-42a4c20bd82c,25,1,00:00:50.897,0,50,Duel,4,Venezuela,From Throw In,Venezuela,Eduard Alexander Bello Gil,Right Midfield,"[90.4, 67.1]",0.0,True,['749099f7-f722-4e25-a709-24bb65de19e4'],3939987,,Aerial Lost,3563,3563,35785,,
c6b9fcc1-cf8f-402d-94d6-61ed10318da9,62,1,00:02:01.270,2,1,Duel,7,Venezuela,From Throw In,Venezuela,José Salomón Rondón Giménez,Center Forward,"[93.0, 53.1]",0.0,True,['28d7704f-4eb6-43ee-acd4-c962721952b6'],3939987,,Aerial Lost,3563,3563,4041,,
cffe4d4b-d108-4b1c-8922-2759dc591591,71,1,00:02:04.634,2,4,Duel,7,Venezuela,From Throw In,Jamaica,Ethan Pinnock,Left Center Back,"[16.4, 22.0]",0.0,True,['20f9c222-fab2-4d7d-8bfa-68108f7c676e'],3939987,Won,Tackle,3563,2305,4610,,
b110c153-9b25-4b4a-ac62-4375ce652e11,151,1,00:03:15.956,3,15,Duel,9,Jamaica,From Throw In,Venezuela,Telasco José Segovia Pérez,Right Center Midfield,"[51.8, 71.8]",0.0,True,['ebed86d1-aba7-4e0f-be77-98e682a6735b'],3939987,Won,Tackle,2305,3563,190172,,
fe947eda-3596-4418-b33b-b2a0838c45bd,229,1,00:04:36.503,4,36,Duel,12,Jamaica,From Keeper,Venezuela,Alexander David González Sibulo,Right Back,"[15.9, 66.0]",0.0,True,['b5854e8d-6519-4612-9a50-5e46d0c74e1c'],3939987,Lost Out,Tackle,2305,3563,24168,,
0d12980c-9ced-4d42-b4c2-930115e14953,294,1,00:06:09.298,6,9,Duel,13,Jamaica,From Corner,Venezuela,Yordan Hernando Osorio Paredes,Right Center Back,"[72.9, 58.8]",0.0,True,['c337b745-dcb6-4457-9f49-088803b949d7'],3939987,Lost In Play,Tackle,2305,3563,10337,,
0af1c521-544b-40c8-bcf8-47d6e69be2f8,309,1,00:06:53.723,6,53,Duel,14,Venezuela,From Goal Kick,Jamaica,Ethan Pinnock,Left Center Back,"[45.3, 29.6]",0.0,True,['a9f55fd0-1891-42fc-baf3-bb1770021b8c'],3939987,,Aerial Lost,3563,2305,4610,,
8f7d69c8-b517-4b01-84fa-eb86b6d060f5,323,1,00:07:31.038,7,31,Duel,16,Jamaica,From Throw In,Venezuela,José Andrés Martínez Torres,Center Defensive Midfield,"[78.4, 4.0]",0.0,True,['6292b197-7a1d-4d38-a0a1-801dd095abd9'],3939987,,Aerial Lost,2305,3563,36917,,
97faef66-7e0c-4eb2-b99b-8c773ec4ab8a,409,1,00:11:57.582,11,57,Duel,23,Venezuela,Regular Play,Venezuela,José Andrés Martínez Torres,Center Defensive Midfield,"[29.3, 7.1]",0.0,True,['4586d80e-bb99-4e79-baad-62b4effa1b93'],3939987,Success In Play,Tackle,3563,3563,36917,True,
cd43ef84-a713-414c-a669-bb936989f027,414,1,00:11:59.433,11,59,Duel,23,Venezuela,Regular Play,Jamaica,Renaldo Showayne Cephas,Right Attacking Midfield,"[107.1, 68.0]",0.0,True,['384b1e3b-24b4-4a4d-994e-a2753bf51a9f'],3939987,Lost Out,Tackle,3563,2305,405926,True,
bbdec29c-f108-46f7-a6fc-465b08843496,437,1,00:12:44.522,12,44,Duel,24,Venezuela,From Goal Kick,Jamaica,Ethan Pinnock,Left Center Back,"[7.3, 40.7]",0.0,True,['a768b5bf-c73f-40f1-9521-e1f3585125e4'],3939987,,Aerial Lost,3563,2305,4610,,
f910505f-222f-4b15-8ee7-1f8c301c744c,442,1,00:12:48.600,12,48,Duel,24,Venezuela,From Goal Kick,Jamaica,Renaldo Showayne Cephas,Right Attacking Midfield,"[31.0, 60.2]",0.0,True,['71a74a6a-d3b8-414f-920a-1cabeed1bc8c'],3939987,,Aerial Lost,3563,2305,405926,,
504802ac-7b74-4c95-aff4-6d860f1570df,714,1,00:20:32.723,20,32,Duel,37,Jamaica,From Throw In,Venezuela,José Andrés Martínez Torres,Center Defensive Midfield,"[21.7, 52.9]",0.0,True,['42dc67c0-eb65-4a77-baf0-061ee78edd24'],3939987,Success In Play,Tackle,2305,3563,36917,,
987a9239-a635-4351-81b6-9a2c00906231,784,1,00:23:10.661,23,10,Duel,42,Jamaica,From Throw In,Venezuela,Eduard Alexander Bello Gil,Right Midfield,"[89.3, 75.1]",0.0,True,['bd4bf87a-cf78-4806-9a5b-df0750c90183'],3939987,Lost In Play,Tackle,2305,3563,35785,,
f3672127-2a43-4240-804c-92dcbbb57bc1,789,1,00:23:12.976,23,12,Duel,42,Jamaica,From Throw In,Venezuela,Eduard Alexander Bello Gil,Right Midfield,"[98.4, 76.2]",0.0,True,['8b06751b-b8ba-4bf3-be69-b0aff3a4aaf8'],3939987,Lost Out,Tackle,2305,3563,35785,,
3473fff8-44e6-4114-a6dd-4fbdac270b8c,903,1,00:26:07.361,26,7,Duel,47,Jamaica,From Free Kick,Venezuela,Yangel Clemente Herrera Ravelo,Left Center Midfield,"[13.8, 35.6]",0.0,True,['99c24b90-ee65-4606-9b56-f2f471d10d1a'],3939987,,Aerial Lost,2305,3563,16249,,
48fc4767-bcbc-47e7-9a9c-570c39c2c6c1,990,1,00:28:34.811,28,34,Duel,53,Venezuela,From Corner,Venezuela,Yordan Hernando Osorio Paredes,Right Center Back,"[68.0, 73.6]",0.0,True,['9458074b-92fd-4934-99b9-caba91102089'],3939987,Success Out,Tackle,3563,3563,10337,True,
20acbf9f-88de-48fe-aa7f-eb53a85783bc,1109,1,00:32:13.931,32,13,Duel,61,Jamaica,Regular Play,Venezuela,Alexander David González Sibulo,Right Back,"[98.6, 64.9]",0.0,True,['40f065bf-1e33-4a44-b925-04d6d997429f'],3939987,Lost In Play,Tackle,2305,3563,24168,True,
304f7fce-b874-499e-9648-8ebc53b03a7c,1116,1,00:32:18.201,32,18,Duel,61,Jamaica,Regular Play,Venezuela,Jon Mikel Aramburu Mejías,Left Back,"[83.7, 41.4]",0.0,True,['e4a1ff17-6256-45ac-abe6-cdba410125c6'],3939987,Lost In Play,Tackle,2305,3563,113450,,
